Course Number,Course Title,Formerly Known,Last Approved Date,Last Edit Date,Long Course Title,Short Course Title,Effective Term,Equivalent Courses,Course Syllabus Links,Attribute 1,Attribute 2,Attribute 3,Attribute 4,Attribute 5,Comments,Reviewer Comments,Status Head
HIST 2440W,The American City,,03/08/18 4:05 am,02/27/18 2:03 pm,The American City,The American City,Fall 2018,AMST 2440 - The American City,"['https://next.bulletin.gwu.edu/courseadmin/11123/AMST-HIST%202440W_Osman_Checklist.pdf', 'https://next.bulletin.gwu.edu/courseadmin/11123/AMST-HIST%202440W_Osman.pdf']",University general education: Critical analysis in the humanities (CAH),CCAS G-PAC: Global/Cross cultural perspective (CGCC),,,,"Approved for GPAC Humanities: Critical Thinking and GPAC Global Cross Cultural, as well as WID.","candaceg (01/16/18 2:10 pm): Rollback: Please change the UCC statement to the mental health statement. Additionally, please upload a GPAC proposal, GPAC checklist attached.
candaceg (02/16/18 10:30 am): approved for CAH and CGCC by the GPAC Committee. cross-listed with AMST 2440W, also approved for CAH and CGCC by the GPAC Committee.",
HIST 2490W,Themes in U.S. Cultural History,,01/06/24 4:03 am,12/13/23 5:05 pm,Themes in U.S. Cultural History,Themes in US Cultural History,Fall 2023,,['https://next.bulletin.gwu.edu/courseadmin/8884/blank.pdf'],University general education: Critical analysis in the humanities (CAH),CCAS G-PAC: Global/Cross cultural perspective (CGCC),,ESIA: Contemporary cultures and societies concentration (EFCC),,,,
HIST 2605W,Majors’ Introductory Seminar: Asia,,06/27/18 4:04 am,06/06/18 3:04 pm,Majors’ Introductory Seminar: Asia,Majors' Intro Seminar: Asia,Fall 2018,,['https://next.bulletin.gwu.edu/courseadmin/4165/Blank.docx'],,,,ESIA Asian studies: History and culture (EAHC),,,,
HIST 2610W,"Science, Technology, and Politics in Modern America",,04/06/18 4:04 am,02/27/18 2:09 pm,"Science, Technology, and Politics in Modern America","Science, Technology & Politics",Fall 2018,"HIST 2610 - Science, Technology, and Politics in Modern America
AMST 2610 - Science, Technology, and Politics in Modern America
AMST 2610W - Science, Technology, and Politics in Modern America",['https://next.bulletin.gwu.edu/courseadmin/11122/AMST-HIST%202610W_CohenCole.pdf'],University general education: Critical analysis in the humanities (CAH),CCAS G-PAC: Global/Cross cultural perspective (CGCC),,,,,candaceg (02/13/18 9:12 pm): approved by the gpac committee for cah and cgcc for fa18. crosslisted with AMST 2610W (also approved for cah and cgcc),
HIST 2705W,Majors’ Introductory Seminar: Latin America,,06/27/18 4:04 am,06/06/18 3:08 pm,Majors’ Introductory Seminar: Latin America,Majors' Intro Sem: Latin Am.,Fall 2018,,['https://next.bulletin.gwu.edu/courseadmin/4171/Blank.docx'],,,,,,,,
HIST 2730W,World War II in History and Memory,,10/20/17 4:33 pm,10/19/17 2:27 pm,World War II in History and Memory,World War II History & Memory,Fall 2017,AMST 2730W - World War II in History and Memory,['https://next.bulletin.gwu.edu/courseadmin/4174/place%20holder.pdf'],University general education: Critical analysis in the humanities (CAH),CCAS G-PAC: Global/Cross cultural perspective (CGCC),,,,,,
HIST 2805W,Majors’ Introductory Seminar: Middle East,,06/27/18 4:04 am,06/06/18 3:10 pm,Majors’ Introductory Seminar: Middle East,Majors' Intro Sem: Mid. East,Fall 2018,,['https://next.bulletin.gwu.edu/courseadmin/4178/Blank.docx'],,,,ESIA: Middle East concentration (ERCE),,,,
HIST 3001W,Special Topics,,06/26/18 4:04 am,06/25/18 1:56 pm,Special Topics,Special Topics,Fall 2018,AMST 2490W - Themes in U.S. Cultural History,['https://next.bulletin.gwu.edu/courseadmin/4180/Blank.docx'],,,,,,,,
HIST 3044W,The Price of Freedom: Normandy 1944,,07/01/19 4:06 am,06/27/19 2:43 pm,The Price of Freedom: Normandy 1944,Price of Freedom: Normandy1944,Fall 2019,,['https://next.bulletin.gwu.edu/courseadmin/8687/HIST%203044W%20credit%20change%20S19%20Syllabus%20Normandy.pdf'],University general education: Critical analysis in the humanities (CAH),CCOM,,ESIA: European and Eurasia concentration (ERCC),,Academic Editor's office mistakenly deleted Discussion Group as a course type. Initiating change request to add it back in and approving the request at all steps in the workflow.,,
HIST 3047W,Writing Cold War History,,06/26/18 4:04 am,06/25/18 1:59 pm,Writing Cold War History,Writing Cold War History,Fall 2018,,['https://next.bulletin.gwu.edu/courseadmin/4186/Blank.docx'],,,,ESIA: Security policy concentration (EFCI),,,,
HIST 3101W,Topics: Europe,,06/26/18 4:04 am,06/25/18 1:57 pm,Topics: Europe,Topics: Europe,Fall 2018,,['https://next.bulletin.gwu.edu/courseadmin/4192/Blank.docx'],,,,ESIA: European and Eurasia concentration (ERCC),,,,
HIST 3104W,European Intellectual History II,,07/17/17 4:04 am,07/12/17 6:26 pm,European Intellectual History II,European Intellectual History,Fall 2017,,['https://next.bulletin.gwu.edu/courseadmin/4195/blank.pdf'],,,,,,,,
HIST 3132W,Tudor England,,07/17/17 4:04 am,07/12/17 6:28 pm,Tudor England,Tudor England,Fall 2017,,['https://next.bulletin.gwu.edu/courseadmin/4206/blank.pdf'],,,,,,,,
HIST 3139W,Twentieth-Century Britain,,07/11/17 4:04 am,07/07/17 4:23 pm,Twentieth-Century Britain,Twentieth-Century Britain,Fall 2017,,['https://next.bulletin.gwu.edu/courseadmin/4212/blank.pdf'],,,,,,,,
HIST 3140W,History of France to 1814,,06/26/18 4:04 am,06/25/18 2:00 pm,History of France to 1814,History of France to 1814,Fall 2018,,['https://next.bulletin.gwu.edu/courseadmin/4214/Blank.docx'],,,,,,,,
HIST 3145W,The French Revolution,,07/11/17 4:04 am,07/07/17 4:25 pm,The French Revolution,The French Revolution,Fall 2017,,['https://next.bulletin.gwu.edu/courseadmin/4217/blank.pdf'],,,,,,,,
HIST 3173W,The Habsburgs in East Central Europe,,07/11/17 4:04 am,07/07/17 4:27 pm,The Habsburgs in East Central Europe,Hapsburgs in East Cent Europe,Fall 2017,,['https://next.bulletin.gwu.edu/courseadmin/4221/blank.pdf'],,,,ESIA: European and Eurasia concentration (ERCC),,,,
HIST 3301W,Topics: U.S. History,,06/26/18 4:04 am,06/25/18 2:01 pm,Topics: U.S. History,Topics: U.S. History,Fall 2018,,['https://next.bulletin.gwu.edu/courseadmin/4226/Blank.docx'],,,,,,,,
HIST 3311W,The Jacksonian Era and the Rise of Mass Politics,,06/26/18 4:02 am,06/25/18 2:02 pm,The Jacksonian Era and the Rise of Mass Politics,The Jacksonian Era,Fall 2018,HIST 3311 - The Jacksonian Era and the Rise of Mass Politics,['https://next.bulletin.gwu.edu/courseadmin/4104/Hist%203311%20-%20Stott%20-%20The%20Jacsonian%20Era%20%26%20the%20rise%20of%20mass%20politics%2C%201828-1850.pdf'],,,,,,,,
AMST 3352,U.S. Women's History to 1865,WSTU 3352 / WSTU 3352W,10/26/19 4:07 am,10/25/19 3:07 pm,U.S. Women's History to 1865,U.S. Women's History to 1865,Spring 2020,,['https://next.bulletin.gwu.edu/courseadmin/260/WGSS3352W.pdf'],University general education: Critical analysis in the humanities (CAH),CCAS G-PAC: Global/Cross cultural perspective (CGCC),,,,,,
AMST 3362W,African American Women's History,HIST 3362 / HIST 3362W / WGSS 3362,08/23/17 4:03 am,02/12/20 9:35 am,African American Women's History,African American Women's Hist.,,"HIST 3362 - African American Women’s History
HIST 3362W - African American Women’s History
WGSS 3362 - African American Women's History",['https://next.bulletin.gwu.edu/courseadmin/266/HIST-AMST-WSTU%203362.pdf'],,,,,,,,Changes saved but not submitted
HIST 3366W,"Immigration, Ethnicity, and the American Experience",,06/26/18 4:02 am,06/25/18 2:03 pm,"Immigration, Ethnicity, and the American Experience",US Immigration & Ethnicity,Fall 2018,"HIST 3366 - Immigration, Ethnicity, and the American Experience",['https://next.bulletin.gwu.edu/courseadmin/4123/Hist%203366%20-%20Anbinder%20-%20Immigration%2C%20Ethnicity%2C%20and%20the%20American%20Experience.pdf'],,,,,,,,
HIST 3530W,Women in Africa,WSTU 3530,09/01/17 4:04 am,08/30/17 3:29 pm,Women in Africa,Women in Africa,Fall 2017,,['https://next.bulletin.gwu.edu/courseadmin/4245/wgss%203530women%20in%20africa%20spring%202016.docx'],,,,ESIA: Africa concentration (ERCA),,,,
HIST 3614W,Writing Modern Chinese History,,06/26/18 4:04 am,06/25/18 2:03 pm,Writing Modern Chinese History,Writing Modern Chinese History,Fall 2018,,['https://next.bulletin.gwu.edu/courseadmin/4252/Blank.docx'],,,,ESIA Asian studies: History and culture (EAHC),,,,
HIST 3811W,The Emergence of the Modern Middle East,,11/15/19 4:09 am,10/01/19 11:10 am,The Emergence of the Modern Middle East,Emergence Modern Middle East,Fall 2019,,['https://next.bulletin.gwu.edu/courseadmin/4266/HIST%203811%20fall%202018.pdf'],University general education: Critical analysis in the humanities (CAH),CCAS G-PAC: Global/Cross cultural perspective (CGCC),,,,,"Gordon Mantler (gomantler) (05/15/19 1:27 am): Rollback: Since there is no WID syllabus, let's move to decertify this right now. If Shira or someone else wants to teach it as a WID again, I would be happy to work with them to get it reinstituted!
Phil Troutman (trout) (09/12/19 8:24 pm): Rollback: Rolling back to Katrin at her request, as per her discussions w/ Gordon in May, where it was decided to delete the course for now and submit a new syllabus in the future if it is to be a WID again.
Gina Harris (gharris) (09/18/19 3:34 pm): Rollback: Taking out of the workflow so that it can be resubmitted for deactivation at request of Katrin Schultheiss.",Course Deactivation Proposal
HIST 3820W,The History of Israel,,07/03/17 4:02 am,06/29/17 2:38 pm,The History of Israel,The History of Israel,Fall 2017,HIST 3820 - History of Israel,['https://next.bulletin.gwu.edu/courseadmin/4151/Hist%203820%20-%20Schwartz%20-%20History%20of%20Israel.pdf'],,,,,,,,
HIST 4098W,Thesis Seminar,,07/11/18 4:02 am,06/25/18 2:04 pm,Thesis Seminar,Thesis Seminar,Fall 2018,HIST 4098 - Thesis Seminar,['https://next.bulletin.gwu.edu/courseadmin/4156/Hist%204098W%20-%20Anbinder%20-%20Thesis%20Seminar.pdf'],,,,,,,,
HIST 4099W,Senior Honors Thesis Tutorial,,05/07/20 4:08 am,05/01/20 4:14 pm,Senior Honors Thesis Tutorial,Senior Honors Thesis TutorialW,Summer 2021,,['https://next.bulletin.gwu.edu/courseadmin/4158/Directed%20Thesis%20Study.pdf'],,,,,,effective term changed to 202102 because self-paced (X) course type has been scheduled through 202101. Other changes were updated manually for 202002.,Gina Harris (gharris) (05/01/20 12:30 pm): Rollback: This is an existing course to which I'm making an administrative change. It doesn't need UW review. I did not intend to submit it into the workflow.,
HIST 5701W,Selected Topics,,10/10/14 4:17 am,09/12/14 3:16 pm,Selected Topics,Selected Topics,201403,,[],,,,,,,,Course Deactivation Proposal
HLWL 1108W,Weight and Society,,06/02/17 4:04 am,05/22/17 2:25 pm,Weight and Society,Weight and Society,Fall 2017,,['https://next.bulletin.gwu.edu/courseadmin/4376/blank%20page.docx'],,,,,,,,
HLWL 1111,Sport and the Law,,10/14/15 4:13 am,04/24/15 8:59 am,Sport and the Law,Sport and the Law,201501,,[],,,,,,,,Course Deactivation Proposal
HMN 1001W,Roots of the Western Tradition,,,,Roots of the Western Tradition,Roots of the Western Tradition,,,[],,,,ESIA: Humanities (ESHC),,,,
HMSC 0701W,Community and Identities,,05/24/14 4:44 am,03/28/14 11:03 am,Community and Identities,Community and Identities,Summer 2014,,[],,,,,,,,Course Deactivation Proposal
HMSR 2176W,Program Planning & Development,,05/24/14 4:45 am,04/16/14 5:56 pm,Program Planning & Development,Program Planning & Development,Summer 2014,,[],,,,,,,,Course Deactivation Proposal
HMSR 2182W,Organization/Adminstratn-HMSR,,05/24/14 4:46 am,04/16/14 5:57 pm,Organization/Adminstratn-HMSR,Organization/Adminstratn-HMSR,Summer 2014,,[],,,,,,,,Course Deactivation Proposal
HONR 2047W,Self and Society Seminar,,05/09/17 4:02 am,12/11/23 4:54 pm,Self and Society Seminar,Self and Society Seminar,Spring 2024,HONR 2047 - Self and Society Seminar,['https://next.bulletin.gwu.edu/courseadmin/4445/No%20syllabus.docx'],University general education: Critical analysis in the social sciences (CASS),,HONR: Self and society HONR 2047 (HSAS),,,,,
HONR 2048W,Self and Society Seminar,,05/09/17 4:02 am,10/27/23 3:16 pm,Self and Society Seminar,Self and Society Seminar,Fall 2023,HONR 2048 - Self and Society Seminar,['https://next.bulletin.gwu.edu/courseadmin/4447/No%20syllabus.docx'],,,,,,,,Course Deactivation Proposal
HONR 2053W,Arts and Humanities Seminar,,12/12/23 4:03 am,12/11/23 4:57 pm,Arts and Humanities Seminar,Arts & Humanities Seminar,Spring 2024,HONR 2053 - Arts and Humanities Seminar,['https://next.bulletin.gwu.edu/courseadmin/4448/HONR%202053W%20-%20Sample%20Syllabus.pdf'],University general education: Critical analysis in the humanities (CAH),,HONR: Arts and humanities HONR 2053 (HAAH),ESIA: Humanities (ESHC),,,,
HONR 2054W,Arts and Humanities Seminar,,05/28/18 4:03 am,10/27/23 3:15 pm,Arts and Humanities Seminar,Arts and Humanities Seminar,Fall 2023,HONR 2054 - Arts and Humanities Seminar,['https://next.bulletin.gwu.edu/courseadmin/4449/No%20syllabus.docx'],,,HONR: Arts and humanities HONR 2054 (HAH2),ESIA: Humanities (ESHC),,,,Course Deactivation Proposal
HONR 2175W,Honors Special Topics,,10/21/16 4:06 am,01/11/16 4:03 pm,Honors Special Topics,Honors Special Topics,Fall 2016,,[],,,,,,,,Course Deactivation Proposal
HONR 5701W,Selected Topics,,05/26/14 4:36 am,05/16/14 1:06 pm,Selected Topics,Selected Topics,Summer 2014,,[],,,,,,,,Course Deactivation Proposal
HONR 5771W,Merchant of Venice in Context,,05/26/14 4:36 am,05/16/14 1:06 pm,Merchant of Venice in Context,Merchant of Venice in Context,Summer 2014,,[],,,,,,,,Course Deactivation Proposal
HSCI 2112W,Writing in the Health Sciences,,03/12/21 4:14 am,03/06/21 1:52 pm,Writing in the Health Sciences,Writing in the Health Sciences,Fall 2021,,['https://next.bulletin.gwu.edu/courseadmin/4518/HSCI%202112W_final.docx'],,,,,,,Phil Troutman (trout) (02/08/21 12:16 pm): Reviewed and approved for all WID criteria.,
HSCI 4112W,Research and Writing in Health Sciences,,06/25/19 4:07 am,06/20/19 11:01 am,Research and Writing in Health Sciences,Rsrch/Wrtng in Health Sciences,Summer 2019,,['https://next.bulletin.gwu.edu/courseadmin/4499/place%20holder.pdf'],,,,,,,,
HSSJ 3100W,Program Evaluation,,09/10/22 4:05 am,03/15/24 10:05 am,Program Evaluation,Program Evaluation,Spring 2024,,['https://next.bulletin.gwu.edu/courseadmin/3738/HSSJ%203100W%20Walls%20updated%202024%20March.doc'],University general education: Critical analysis in the social sciences (CASS),,,,,,"Phil Troutman (trout) (03/06/24 3:58 pm): Uploading updated syllabus; WID criteria satisfied.
Gabrielle Wingate (gwingate) (03/12/24 2:27 pm): Rollback: Rollback requested by Rachel Riedner.",
HSSJ 3110,Nonprofit Management,,05/07/22 4:05 am,04/12/22 12:18 pm,Nonprofit Management,Nonprofit Management,Fall 2022,,['https://next.bulletin.gwu.edu/courseadmin/3739/HSSJ%203110W%20final(1).pdf'],,,,,,,,
IA 4450W,Pre-Design for Studio 5,,03/03/22 4:05 am,03/02/22 3:26 pm,Pre-Design for Studio 5,Pre-Design for Studio 5,Spring 2022,,['https://next.bulletin.gwu.edu/courseadmin/10941/IA4450W.docx'],,,,,,,,Course Deactivation Proposal
IA 4525W,Professional Practice and Internship,,11/07/17 4:03 am,01/17/20 4:06 pm,Professional Practice and Internship,Professional Practice,,,['https://next.bulletin.gwu.edu/courseadmin/10972/4525w.pdf'],,,,,,,,Changes saved but not submitted
IAD 3304,Interior Materials,,05/01/21 4:05 am,04/30/21 2:25 pm,Interior Materials,Interior Materials,Summer 2021,,['https://next.bulletin.gwu.edu/courseadmin/9466/sp15%20interior%20materials%20syllabus.doc'],,,,,,,,Course Deactivation Proposal
IAD 3304,Interior Materials,,05/01/21 4:05 am,04/30/21 2:25 pm,Interior Materials,Interior Materials,Summer 2021,,['https://next.bulletin.gwu.edu/courseadmin/9466/sp15%20interior%20materials%20syllabus.doc'],,,,,,,,Course Deactivation Proposal
IAD 4605W,Professional Practice,,10/20/17 3:58 pm,09/11/17 12:14 pm,Professional Practice,Professional Practice,Fall 2017,"IAD 4605 - Professional Practice
IAD 6605 - Professional Practice",['https://next.bulletin.gwu.edu/courseadmin/3763/professional%20Practice%20IAD%204605_syllabus.pdf'],,,,,,,,Course Deactivation Proposal
IAFF 2444,International Law,,01/30/20 4:09 am,01/26/20 5:36 pm,International Law,International Law,Spring 2020,PSC 2444 - Public International Law,['https://next.bulletin.gwu.edu/courseadmin/25598/IAFF%202444_International%20Law.pdf'],,,,ESIA: Conflict resolution concentration (EFCB),,,,
IAFF 3210W,"Migration, Gender, and International Development",,01/30/20 4:11 am,01/26/20 5:43 pm,"Migration, Gender, and International Development","Migration, Gender, Development",Fall 2020,,['https://next.bulletin.gwu.edu/courseadmin/25613/IAFF%203210W_Migration%2C%20Gender%2C%20and%20International%20Development%20WID.docx'],,,,ESIA: Contemporary cultures and societies concentration (EFCC),,"Could not fit entire WID ""significant engagement in writing"" statement, but did not want to exclude other description information since both aspects of the course's focus are important.",,
IAFF 6104,International Law,,03/08/22 4:05 am,02/25/22 12:11 pm,International Law,International Law,Fall 2022,,['https://next.bulletin.gwu.edu/courseadmin/26477/IAFF%206104%20Syllabus-1.doc'],,,,,,,Gina Harris (gharris) (02/25/22 12:11 pm): Updated form and syllabus with learning outcomes supplied by Chris Markiewicz in ESIA.,
